Driver,Team,Grid,Finish,Points,Season,Round,Race,Country,Location,EventDate,Winner,AverageLap,FastestLap,MedianLap,LapConsistency,CompletedLaps,AverageSector1,AverageSector2,AverageSector3,AverageTyreLife,NumberOfStints,AirTemp,TrackTemp,Humidity,Pressure,WindSpeed,Rainfall
VER,Red Bull Racing,11.0,4.0,12.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,109.23331818181822,106.128,108.417,3.4611386268221533,44,31.56909302325581,48.32995454545455,29.249204545454543,8.227272727272727,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
NOR,McLaren,4.0,5.0,10.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,109.2475,105.563,108.1615,3.273779676779276,44,31.559255813953488,48.386295454545454,29.228090909090916,7.840909090909091,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
SAI,Ferrari,7.0,6.0,8.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,109.47352272727272,106.364,108.9365,3.366631043174587,44,31.830046511627913,48.226318181818186,29.357204545454547,8.681818181818182,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
PER,Red Bull Racing,2.0,7.0,7.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,110.00534090909092,104.701,108.529,4.042204371800589,44,32.26748837209303,48.122977272727276,29.57754545454546,8.068181818181818,4,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
ALO,Aston Martin,8.0,8.0,4.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,110.1591590909091,108.051,109.50450000000001,2.674890712335494,44,31.618697674418605,48.98018181818181,29.475818181818184,13.340909090909092,2,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
OCO,Alpine,9.0,9.0,2.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,110.21799999999999,106.957,109.47800000000001,3.531629375587369,44,31.558395348837198,49.280681818181804,29.28436363636364,8.045454545454545,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
RIC,RB,13.0,10.0,1.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,110.27195454545455,107.435,109.44800000000001,3.7172649420035464,44,31.77044186046512,48.91,29.481477272727272,9.159090909090908,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
STR,Aston Martin,15.0,11.0,0.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,110.45570454545454,108.105,109.652,2.893543097115123,44,31.55537209302325,49.34084090909091,29.432318181818186,13.772727272727273,2,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
ALB,Williams,10.0,12.0,0.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,110.47025,107.996,109.81649999999999,3.358259752305276,44,31.746,49.25175000000001,29.393636363636368,8.795454545454545,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
GAS,Alpine,12.0,13.0,0.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,110.48647727272727,107.418,109.8075,3.5915580896178425,44,31.882837209302338,49.049068181818186,29.454772727272726,8.431818181818182,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
MAG,Haas F1 Team,17.0,14.0,0.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,110.53797727272728,107.848,109.93,3.015213853255987,44,31.551162790697674,49.38252272727272,29.475977272727274,12.068181818181818,2,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
BOT,Kick Sauber,14.0,15.0,0.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,110.62904545454545,107.019,109.84450000000001,3.321062781382766,44,31.83606976744186,49.16615909090908,29.53375,9.340909090909092,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
TSU,RB,20.0,16.0,0.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,110.76765909090909,107.969,109.6465,3.168376988545294,44,31.632279069767446,49.5090909090909,29.49627272727273,12.613636363636363,2,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
SAR,Williams,18.0,17.0,0.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,110.97947727272727,107.49,110.41550000000001,3.8345666592964225,44,31.899279069767434,49.41013636363636,29.539295454545456,8.681818181818182,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
HUL,Haas F1 Team,16.0,18.0,0.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,111.04256818181817,108.954,109.815,3.5495203108453395,44,31.82286046511628,49.50722727272727,29.60109090909091,9.522727272727273,3,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
ZHO,Kick Sauber,19.0,19.0,0.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,119.80725000000001,112.099,116.7485,10.124522980532632,5,31.676000000000002,52.611000000000004,34.8546,3.0,1,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
RUS,Mercedes,6.0,20.0,0.0,2024,14,Belgian Grand Prix,Belgium,Spa-Francorchamps,2024-07-28,0,109.02363636363638,107.113,108.28999999999999,2.6511052376268505,44,31.365511627906972,48.380227272727275,29.214795454545456,14.772727272727273,2,21.32846715328467,42.26715328467153,49.583941605839414,978.0963503649635,1.6832116788321165,False
NOR,McLaren,1.0,1.0,26.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,1,75.63220833333334,73.817,74.945,2.5702755205931846,72,25.70383098591549,27.335,22.52434722222222,19.38888888888889,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
VER,Red Bull Racing,2.0,2.0,18.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,75.95020833333335,74.752,75.269,2.421243371292561,72,25.88138028169014,27.309930555555557,22.700625000000002,19.625,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
LEC,Ferrari,6.0,3.0,15.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,75.98552777777779,74.585,75.29150000000001,2.413073576110884,72,25.91956338028169,27.44373611111111,22.537652777777776,20.5,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
PIA,McLaren,3.0,4.0,12.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,76.01188888888889,74.237,75.33250000000001,2.543273262724414,72,25.72945070422535,27.575875,22.622,18.625,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
SAI,Ferrari,10.0,5.0,10.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,76.07855555555555,74.117,75.1885,2.725975560681624,72,25.970281690140844,27.45448611111111,22.55111111111111,19.0,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
PER,Red Bull Racing,5.0,6.0,8.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,76.18140277777778,74.587,75.471,2.7808801001229417,72,25.946338028169016,27.458000000000002,22.689375,19.180555555555557,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
RUS,Mercedes,4.0,7.0,6.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,76.2518888888889,73.927,75.557,3.3762745681166724,72,26.16361971830986,27.358111111111114,22.65663888888889,13.680555555555555,3,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
HAM,Mercedes,14.0,8.0,4.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,76.32108333333333,73.878,75.446,3.5572557778453446,72,26.153042253521125,27.372180555555556,22.688013888888886,12.51388888888889,3,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
GAS,Alpine,9.0,9.0,2.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,76.81863380281689,74.855,76.516,2.900235597520788,71,26.16604285714286,27.644478873239436,22.916732394366193,18.422535211267604,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
ALO,Aston Martin,7.0,10.0,1.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,76.88805633802818,74.758,76.661,2.7247862714994944,71,26.103142857142856,27.704380281690142,22.984309859154934,18.535211267605632,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
HUL,Haas F1 Team,12.0,11.0,0.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,76.9680704225352,75.657,76.321,2.624333364733896,71,26.187042857142853,27.837211267605635,22.840676056338026,24.760563380281692,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
RIC,RB,13.0,12.0,0.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,76.9941690140845,75.222,76.288,2.8632863086516305,71,26.324714285714286,27.623802816901406,22.93125352112677,18.845070422535212,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
STR,Aston Martin,8.0,13.0,0.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,76.98916901408451,75.255,76.479,2.6348062004411834,71,26.246385714285722,27.78105633802817,22.86469014084507,18.676056338028168,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
ALB,Williams,19.0,14.0,0.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,77.27084507042255,74.434,76.49,3.58229101732352,71,26.493885714285717,27.735704225352105,22.92349295774648,15.971830985915492,3,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
OCO,Alpine,15.0,15.0,0.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,77.3577042253521,75.39,77.284,2.8172150097689754,71,26.393242857142862,27.74019718309859,23.10833802816902,18.676056338028168,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
SAR,Williams,18.0,16.0,0.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,77.60645070422535,75.539,76.967,2.891231150460363,71,26.392942857142863,28.028267605633804,23.06067605633803,20.816901408450704,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
TSU,RB,11.0,17.0,0.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,77.61500000000001,75.552,76.889,3.4835618963518202,71,26.748685714285713,27.743929577464787,23.024633802816897,14.873239436619718,3,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
MAG,Haas F1 Team,20.0,18.0,0.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,77.62290140845073,74.954,77.0,3.0036556401203125,71,26.476557142857143,28.008746478873245,22.945943661971828,18.535211267605632,2,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
BOT,Kick Sauber,16.0,19.0,0.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,77.83952857142859,75.822,76.96600000000001,3.513343622849226,70,26.827797101449274,27.785957142857143,23.121285714285715,12.914285714285715,3,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
ZHO,Kick Sauber,17.0,20.0,0.0,2024,15,Dutch Grand Prix,Netherlands,Zandvoort,2024-08-25,0,78.30768571428571,75.724,77.69900000000001,3.976633517395966,70,27.043231884057974,27.954542857142854,23.189400000000003,13.17142857142857,3,19.00588235294118,30.80588235294118,60.96078431372549,1019.981045751634,4.568627450980392,False
LEC,Ferrari,4.0,1.0,25.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,1,84.54201886792453,83.226,83.731,3.088701429220365,53,27.862500000000004,28.63054716981132,28.012566037735855,16.245283018867923,2,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
PIA,McLaren,2.0,2.0,18.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,84.59228301886793,81.943,83.66,4.130867590830687,53,28.23005769230769,28.49907547169811,27.842056603773578,9.60377358490566,3,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
NOR,McLaren,1.0,3.0,16.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,84.65811320754716,81.432,83.652,4.155546630063234,53,28.171211538461538,28.629056603773588,27.836622641509436,9.566037735849056,3,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
SAI,Ferrari,5.0,4.0,12.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,84.83675471698113,83.219,84.001,3.095268168484453,53,27.942057692307692,28.818018867924533,28.038169811320753,14.81132075471698,2,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
HAM,Mercedes,6.0,5.0,10.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,84.97258490566038,81.512,83.818,4.198589229335355,53,28.180749999999996,28.749886792452827,28.002490566037732,9.60377358490566,3,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
VER,Red Bull Racing,7.0,6.0,8.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,85.25771698113209,81.745,83.801,4.478256032367607,53,28.434134615384615,28.745792452830184,28.041566037735844,9.830188679245284,3,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
RUS,Mercedes,3.0,7.0,6.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,85.29135849056603,82.036,84.546,5.194251197586468,53,28.407826923076925,28.820245283018867,28.02584905660377,9.981132075471699,3,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
PER,Red Bull Racing,8.0,8.0,4.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,85.56367924528304,82.971,84.773,4.130440695306684,53,28.363538461538464,28.95358490566037,28.203264150943397,9.90566037735849,3,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
ALB,Williams,9.0,9.0,2.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,85.81477358490567,83.918,85.074,3.185222282072619,53,28.055038461538466,29.233339622641516,28.47488679245283,15.452830188679245,2,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
MAG,Haas F1 Team,13.0,10.0,1.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,85.64205660377358,83.437,84.803,3.4174780367033493,53,28.069557692307697,29.13775471698114,28.364962264150943,16.69811320754717,2,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
ALO,Aston Martin,11.0,11.0,0.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,85.83437735849056,82.944,85.011,4.178962781813831,53,28.373884615384615,29.040509433962267,28.369320754716984,11.245283018867925,3,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
COL,Williams,18.0,12.0,0.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,86.07613207547169,83.728,85.147,3.3959320009825773,53,28.16223076923077,29.3281320754717,28.49681132075472,15.830188679245284,2,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
RIC,RB,12.0,13.0,0.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,86.02224528301888,84.219,85.062,3.9690567660032494,53,28.166057692307692,29.173188679245285,28.621075471698106,19.07547169811321,2,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
OCO,Alpine,15.0,14.0,0.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,86.41126923076924,84.343,86.03,3.094420666203424,52,28.20592156862745,29.454192307692306,28.672250000000002,13.98076923076923,2,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
GAS,Alpine,14.0,15.0,0.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,86.52059615384617,83.755,85.477,4.330399932894011,52,28.513490196078433,29.314923076923076,28.62525,9.961538461538462,3,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
BOT,Kick Sauber,19.0,16.0,0.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,86.6911153846154,83.609,86.3365,3.2673975712156804,52,28.363607843137256,29.55365384615385,28.681134615384618,15.442307692307692,2,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
HUL,Haas F1 Team,10.0,17.0,0.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,86.76148076923079,83.275,85.3385,6.728142897022935,52,28.933274509803923,29.289192307692304,28.489115384615385,11.596153846153847,3,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
ZHO,Kick Sauber,20.0,18.0,0.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,86.93811538461537,85.092,85.9935,3.644152536861696,52,28.346372549019613,29.65776923076924,28.835403846153845,16.826923076923077,2,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
STR,Aston Martin,17.0,19.0,0.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,87.00451923076922,82.232,85.62549999999999,5.457026560497565,52,28.804529411764715,29.37069230769231,28.75309615384615,9.961538461538462,4,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
TSU,RB,16.0,20.0,0.0,2024,16,Italian Grand Prix,Italy,Monza,2024-09-01,0,90.95271428571426,86.198,88.473,5.268238437855224,7,28.238666666666663,30.81914285714286,31.277428571428572,5.0,1,33.1015037593985,49.31127819548872,32.285714285714285,993.2285714285714,1.518796992481203,False
PIA,McLaren,2.0,1.0,25.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,1,108.49345999999997,107.06,107.8555,2.4371272165801927,51,39.4612,43.95390196078432,25.900235294117653,15.411764705882353,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
LEC,Ferrari,1.0,2.0,18.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,108.67784000000002,107.067,107.917,2.8350230345679037,51,39.52908,44.07535294117647,25.9454705882353,15.019607843137255,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
RUS,Mercedes,5.0,3.0,15.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,109.1279,106.628,108.338,3.495947731419383,51,39.6901,44.25735294117647,25.923862745098038,16.823529411764707,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
NOR,McLaren,15.0,4.0,13.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,109.23942000000001,105.255,108.92750000000001,3.9673380943264562,51,39.58066,44.23994117647059,26.07835294117647,15.843137254901961,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
VER,Red Bull Racing,6.0,5.0,10.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,109.06310204081632,106.798,108.448,3.0270971259944868,51,40.0097,44.59950980392157,26.175607843137257,15.490196078431373,3,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
ALO,Aston Martin,7.0,6.0,8.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,110.22398000000001,107.057,109.102,6.293714222450649,51,40.03808,44.824666666666666,26.06390196078431,18.372549019607842,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
ALB,Williams,9.0,7.0,6.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,110.25446000000002,106.947,109.184,6.341978475851464,51,40.27478000000001,44.575431372549026,26.099784313725493,13.843137254901961,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
COL,Williams,8.0,8.0,4.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,110.29074,107.274,109.205,5.2594810359725725,51,40.22038,44.75582352941176,26.023333333333333,17.96078431372549,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
HAM,Mercedes,19.0,9.0,2.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,110.33261999999999,107.236,108.61,5.839325296117485,51,40.29552,44.85027450980391,25.81449019607843,16.823529411764707,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
BEA,Haas F1 Team,10.0,10.0,1.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,110.35770000000001,107.048,108.79400000000001,5.586521111805901,51,40.19808,44.74207843137255,26.108999999999998,15.843137254901961,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
HUL,Haas F1 Team,12.0,11.0,0.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,110.39265999999999,107.691,108.86449999999999,6.093579801759238,51,40.283300000000004,44.60880392156863,26.13794117647059,15.411764705882353,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
GAS,Alpine,18.0,12.0,0.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,110.61432,108.018,109.6685,5.606843189226128,51,40.10002,45.14115686274509,26.223803921568628,25.019607843137255,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
RIC,RB,14.0,13.0,0.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,110.26922448979593,108.38,109.604,2.4224229284721845,51,40.56654,45.18331372549021,26.32762745098039,25.03921568627451,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
ZHO,Kick Sauber,17.0,14.0,0.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,110.67104081632654,107.644,110.317,3.5560436346637614,51,40.68894,45.11994117647059,26.29264705882353,15.666666666666666,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
OCO,Alpine,20.0,15.0,0.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,110.88244897959183,108.831,110.455,2.7932979019821147,50,40.38408163265306,45.231100000000005,26.131040000000002,27.46,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
BOT,Kick Sauber,16.0,16.0,0.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,111.2459387755102,108.418,109.708,4.310307753939788,50,40.52,44.992399999999996,26.367579999999997,17.92,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
PER,Red Bull Racing,4.0,17.0,0.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,108.59587755102041,107.013,107.96,2.6947628887084942,50,39.03270833333334,43.83032653061225,25.63651020408163,15.88,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
SAI,Ferrari,3.0,18.0,0.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,108.60751020408162,106.866,108.091,2.859270216640727,50,38.9239375,43.87265306122448,25.692448979591838,14.28,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
STR,Aston Martin,13.0,19.0,0.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,111.13511111111112,108.148,109.547,5.174296351908513,45,39.97054545454545,44.790333333333336,26.18422222222222,12.28888888888889,3,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
TSU,RB,11.0,20.0,0.0,2024,17,Azerbaijan Grand Prix,Azerbaijan,Baku,2024-09-15,0,115.90364285714286,110.887,112.803,6.85920198999566,14,42.15661538461539,45.98921428571429,27.309357142857145,6.785714285714286,2,26.70592105263158,44.34934210526316,38.01973684210526,1017.6401315789473,1.5513157894736842,False
NOR,McLaren,1.0,1.0,25.0,2024,18,Singapore Grand Prix,Singapore,Marina Bay,2024-09-22,1,97.62211290322581,94.925,96.9075,3.1302300711799615,62,29.09808196721312,41.013225806451615,27.477016129032258,16.016129032258064,2,30.786250000000003,36.445625,74.65,1008.024375,0.9550000000000001,False
VER,Red Bull Racing,2.0,2.0,18.0,2024,18,Singapore Grand Prix,Singapore,Marina Bay,2024-09-22,0,97.95993548387096,95.967,97.256,3.165740391326749,62,29.175229508196722,41.268306451612894,27.473483870967737,16.06451612903226,2,30.786250000000003,36.445625,74.65,1008.024375,0.9550000000000001,False
PIA,McLaren,5.0,3.0,15.0,2024,18,Singapore Grand Prix,Singapore,Marina Bay,2024-09-22,0,98.29667741935482,95.745,98.1695,3.030496960675276,62,29.125016393442625,41.596951612903226,27.50116129032258,16.79032258064516,2,30.786250000000003,36.445625,74.65,1008.024375,0.9550000000000001,False
RUS,Mercedes,4.0,4.0,12.0,2024,18,Singapore Grand Prix,Singapore,Marina Bay,2024-09-22,0,98.60662903225808,97.047,98.1765,2.7945858031104707,62,29.282491803278695,41.685354838709685,27.575129032258065,16.258064516129032,2,30.786250000000003,36.445625,74.65,1008.024375,0.9550000000000001,False
LEC,Ferrari,9.0,5.0,10.0,2024,18,Singapore Grand Prix,Singapore,Marina Bay,2024-09-22,0,98.62904838709677,95.371,98.658,3.1695401095138442,62,29.131049180327867,41.766548387096776,27.64393548387097,16.403225806451612,2,30.786250000000003,36.445625,74.65,1008.024375,0.9550000000000001,False
HAM,Mercedes,3.0,6.0,8.0,2024,18,Singapore Grand Prix,Singapore,Marina Bay,2024-09-22,0,98.99708064516128,97.393,98.3415,2.886339801964788,62,29.4656393442623,41.84445161290323,27.639016129032257,19.70967741935484,2,30.786250000000003,36.445625,74.65,1008.024375,0.9550000000000001,False
SAI,Ferrari,10.0,7.0,6.0,2024,18,Singapore Grand Prix,Singapore,Marina Bay,2024-09-22,0,99.17112903225807,96.561,98.51650000000001,2.960539065246096,62,29.309950819672125,41.96148387096774,27.795677419354842,21.225806451612904,2,30.786250000000003,36.445625,74.65,1008.024375,0.9550000000000001,False
ALO,Aston Martin,7.0,8.0,4.0,2024,18,Singapore Grand Prix,Singapore,Marina Bay,2024-09-22,0,99.2367868852459,97.741,98.573,3.06177848706028,61,29.328983333333333,42.114704918032785,27.713245901639343,17.24590163934426,2,30.786250000000003,36.445625,74.65,1008.024375,0.9550000000000001,False
